Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:654RprVvr0L8l6wm7XEHci,"Une Belle Histoire","Eva sur Seine","Eva sur Seine",2014-05-14,309946,56,false,,2024-06-14T13:52:39Z,"french jazz","Record Union",0.705,0.384,7,-10.694,1,0.0542,0.833,0.000763,0.125,0.596,79.023,4
spotify:track:4k8gGdles3JY7uBDMtbqs9,"Les deux guitares","La gitane (Gypsy Jazz manouche)","Tchan-Tchou Vidal",1953-10-04,138173,41,false,,2024-06-14T13:26:35Z,"french jazz","Iris music",0.569,0.422,2,-12.453,0,0.0558,0.935,0.919,0.0958,0.513,123.301,4
spotify:track:6g5qyQrAcoBX4X7XjxBoTO,"Comment te dire adieu - Remasterisé en 2016","Comment te dire adieu (Remasterisé en 2016)","Françoise Hardy",1968-12-15,148506,64,false,,2024-06-14T13:05:54Z,"chanson,french pop,variété française,french jazz","Parlophone (France)",0.711,0.586,10,-9.78,0,0.0514,0.435,0.00000648,0.15,0.931,124.058,4
spotify:track:2xZfPZxInlDXDKc6NDts8Z,"La foule","de l'accordeoniste a milord","Édith Piaf",1986,178840,60,false,,2024-06-14T12:54:14Z,"chanson,variété française,french jazz","Capitol Records",0.478,0.389,4,-8.54,0,0.0546,0.779,0.00000666,0.193,0.61,89.765,3
spotify:track:2AwBq3Ecjq5IfpC5f897VY,"Solas","Solas","Jamie Duffy",2022-02-04,192593,1,false,,2024-06-11T20:43:32Z,"","Rubyworks Ltd. under exclusive license to Amuseio AB",0.309,0.335,4,-16.708,0,0.0365,0.964,0.889,0.0932,0.356,84.623,4
spotify:track:0EVcL8omJO0RGxSA2hW6uV,"Symphony No. 7 in A Major, Op. 92: II. Allegretto","Beethoven: Symphony No. 7","Ludwig van Beethoven;Berliner Philharmoniker;Kirill Petrenko",2020-09-25,461434,46,false,,2024-06-10T12:16:12Z,"classical,classical piano,chamber music,orchestral,ballet,opera,impressionism,concerto","Berlin Philharmonic Orchestra",0.124,0.0388,4,-24.22,0,0.0424,0.909,0.861,0.124,0.0393,67.533,4
spotify:track:2Fxmhks0bxGSBdJ92vM42m,"bad guy","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",2019-03-29,194087,82,false,,2024-06-08T13:31:17Z,"","Darkroom/Interscope Records",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
spotify:track:6vn8dvUpDC4YeaAh3BI25r,"I'm Still Standing","Sing (Original Motion Picture Soundtrack Deluxe)","Taron Egerton",2016-12-09,187853,67,false,,2024-05-28T18:32:55Z,"","Republic/Universal Pictures/Sing",0.588,0.903,10,-4.439,0,0.146,0.00663,0,0.0734,0.691,175.223,4
spotify:track:6jBT9MBVjX4kZ68IV6wHnH,"Moonlight Sonata (3rd Movement)","Moonlight Sonata (3rd Movement)","Rousseau",2018-10-02,429132,52,false,,2024-05-27T13:19:02Z,"classical piano,classical","Rousseau",0.387,0.297,6,-14.608,0,0.0329,0.949,0.894,0.106,0.135,76.885,4
spotify:track:2iuZJX9X9P0GKaE93xcPjk,"Sugar","V","Maroon 5",2014-09-02,235493,82,true,,2024-05-26T15:41:07Z,"pop","Interscope Records*",0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,4
spotify:track:5FVd6KXrgO9B3JPmC8OPst,"Do I Wanna Know?","AM","Arctic Monkeys",2013-09-09,272394,88,false,,2024-05-25T15:09:11Z,"indie,garage rock","Domino Recording Co",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
spotify:track:0EdMqiKs9LKXhspeQhl4RZ,"Time is Running Out","Absolution","Muse",2003-09-15,236535,74,false,,2024-05-18T13:19:58Z,"alternative rock,rock","Warner Records",0.544,0.892,9,-3.212,0,0.0591,0.000644,0.00266,0.0832,0.317,118.005,4
spotify:track:4eeN8erNIbW2osT0knz5vT,"I Know Him","Hamilton (Original Broadway Cast Recording)","Jonathan Groff",2015-09-25,97979,65,false,,2024-05-17T19:01:41Z,"musicals","Atlantic Records",0.67,0.436,0,-8.636,1,0.364,0.649,0,0.722,0.378,121.581,4
spotify:track:7DSAEUvxU8FajXtRloy8M0,"Flowers","Endless Summer Vacation","Miley Cyrus",2023-08-18,200600,86,false,,2024-05-17T11:30:34Z,"","Columbia",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4
spotify:track:0GVKrtG7QqEYBGOAspofCW,"BLA BLA BLA","RUSH!","Måneskin",2023-01-20,184660,56,true,,2024-05-16T17:59:33Z,"","Epic",0.735,0.729,2,-3.337,1,0.0782,0.016,0,0.159,0.88,147.018,4
spotify:track:2ul2eZHYEiZ16KddVIvWfN,"SHERlocked","Sherlock - Series 2 (Soundtrack from the TV Series)","Michael Price;David Arnold",2012-02-27,224186,0,false,,2024-05-15T06:53:53Z,"soundtrack","Silva Screen Records Ltd",0.158,0.123,9,-21.249,0,0.04,0.809,0.879,0.127,0.0394,133.683,3
spotify:track:2kl3Q2AihSJ9GtXHJQT4lT,"Who You Really Are","Sherlock Series 4: The Final Problem (Original Television Soundtrack)","Michael Price;David Arnold",2017-01-16,155773,0,false,,2024-05-15T06:53:38Z,"soundtrack","Silva Screen Records Ltd",0.205,0.273,9,-15.593,0,0.0588,0.237,0.905,0.0867,0.126,129.811,4
spotify:track:1RT9Wj6g8fPyGubIt0MG3L,"The Game is On","Sherlock (Soundtrack from the TV Series)","Michael Price;David Arnold",2012-01-30,220826,0,false,,2024-05-15T06:49:46Z,"soundtrack","Silva Screen Records Ltd",0.471,0.302,0,-19.294,1,0.0337,0.0705,0.763,0.113,0.0366,119.916,4
spotify:track:1xQqma5dazV3QYVbULiWOD,"Precious Gems","Musings","Salon Dijon",2023-08-28,104440,36,false,,2024-05-12T20:35:02Z,"","Soundstripe Productions LLC",0.581,0.481,7,-10.153,1,0.0503,0.499,0.938,0.0894,0.199,91.465,4
spotify:track:2GTaqPwHbtHb6Co8tIbUim,"Yearning Hearts","Forgotten Odes","Eternal Eclipse",2020-04-07,155458,47,false,,2024-05-08T10:17:22Z,"orchestral","Eternal Eclipse",0.416,0.613,7,-8.877,0,0.0421,0.13,0.697,0.434,0.204,158.102,3
spotify:track:6e3y6sczcHWehxZo528OZ7,"Don't Stop Me Now","Hairy Bikers Roadtrip","Queen",2019-11-01,210600,50,false,,2024-05-01T07:22:35Z,"classic rock,rock,glam rock","UMOD (Universal Music On Demand)",0.556,0.767,5,-9.439,1,0.162,0.0558,0.00109,0.59,0.65,156.519,4
spotify:track:53jnnqFSRGMDB9ADrNriCA,"Bloody Mary","Born This Way (International Special Edition Version)","Lady Gaga",2011-05-23,244760,75,false,,2024-04-17T19:58:43Z,"art pop,pop","Interscope",0.591,0.634,9,-6.365,0,0.0291,0.0107,0.00000195,0.113,0.44,99.998,4
spotify:track:4yQmDtjax2Ye9wY8EPAO1x,"Judas","Born This Way (International Standard Version)","Lady Gaga",2011-05-23,249066,62,false,,2024-04-17T19:40:05Z,"art pop,pop","Interscope",0.661,0.936,10,-3.832,0,0.0742,0.000971,0.0000138,0.36,0.556,131,4
spotify:track:0eH2eHURaXUP15D8gQlfjx,"LoveGame","The Fame","Lady Gaga",2008-01-01,216333,76,false,,2024-04-17T17:58:28Z,"art pop,pop","Streamline/Interscope",0.894,0.678,6,-5.611,0,0.0523,0.00569,0.00000243,0.317,0.844,105.029,4
spotify:track:4fixebDZAVToLbUCuEloa2,"Womanizer","Circus (Deluxe Version)","Britney Spears",2008-12-02,224034,82,false,,2024-04-17T17:43:24Z,"pop","Jive",0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,4
spotify:track:7ySUcLPVX7KudhnmNcgY2D,"S&M","Loud","Rihanna",2010-01-01,243600,86,true,,2024-04-17T11:36:21Z,"","Def Jam Recordings",0.769,0.685,1,-5.019,1,0.041,0.0105,0.000124,0.0887,0.836,127.977,4
spotify:track:1di1BEgJYzPvXUuinsYJGP,"Everybody (Backstreet's Back) - Radio Edit","Backstreet's Back","Backstreet Boys",1997-08-12,225360,80,false,,2024-04-17T11:07:38Z,"","Jive",0.731,0.853,10,-4.219,0,0.0363,0.0352,0,0.268,0.605,108.016,4
spotify:track:3HMY0r2BAdpasXMY8rseR0,"Too Sweet","Unheard","Hozier",2024-03-22,251424,75,false,,2024-04-15T06:41:27Z,"","Rubyworks / Universal-Island Records Ltd.",0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
spotify:track:1khwSRuqim7TyvlCD7WDyy,"MARK CHAPMAN","RUSH!","Måneskin",2023-01-20,220167,53,false,,2024-04-13T21:45:26Z,"","Epic",0.443,0.963,4,-1.844,0,0.0639,0.0018,0,0.424,0.24,172.966,4
spotify:track:23eLvOQ3JxtdhRi9YyxRKQ,"Boyfriend","Alchemical: Volume 1","Dove Cameron",2023-12-01,153000,67,true,,2024-04-12T10:06:08Z,"","Disruptor Records/Columbia",0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,0.232,179.773,3
spotify:track:1BHxegtBt72LD9vys8eXTJ,"Cloak and Dagger","Forgotten Odes","Eternal Eclipse",2020-04-07,160015,45,false,,2024-04-11T08:18:40Z,"orchestral","Eternal Eclipse",0.224,0.713,9,-8.063,1,0.0666,0.0796,0.381,0.348,0.116,99.701,4
spotify:track:0IXjyCWomNob8V0txFuXXw,"Dangerous Affairs","Virtuoso","Inon Zur",2020-01-22,133139,40,false,,2024-04-11T08:15:55Z,"soundtrack","Seventh Sense",0.623,0.387,2,-10.983,0,0.0419,0.68,0.613,0.141,0.365,150.047,4
spotify:track:5VB5f1ufiZKxBdLzNdVInk,"Wake Me Up","Celloverse","2CELLOS",2015-01-09,249305,49,false,,2024-04-11T07:28:16Z,"classical crossover","Portrait/Sony Masterworks",0.611,0.602,7,-7.48,1,0.0962,0.508,0.0111,0.11,0.749,143.697,4
spotify:track:5rPqo5uyPn5MDoJkkiu8Nr,"Night on Bald Mountain","Mussorgsky: Pictures at an Exhibition & Night on Bald Mountain","Modest Mussorgsky;Leonard Bernstein;New York Philharmonic",1962,660866,48,false,,2024-04-10T13:50:29Z,"classical,orchestral","Sony Classical",0.316,0.244,2,-18.218,1,0.0431,0.911,0.816,0.182,0.0642,105.101,4
spotify:track:66pWxtaxTV8CxcGOvivZeT,"Luminary","Luminary","Joel Sunny",2023-08-31,189000,3,false,,2024-04-09T17:44:49Z,"","Joel Sunny",0.401,0.592,6,-8.897,0,0.0383,0.238,0.0453,0.195,0.379,134.968,4
spotify:track:3SpHy6VRKBMql8JLzxKtND,"Violin Sonata, FP 119: Presto tragico","Poulenc: Violin Sonata / Clarinet Sonata / Cello Sonata","Francis Poulenc;Graf Mourja;Alexandre Tharaud",2000-04-13,363573,0,false,,2024-04-06T21:00:07Z,"impressionism,neoclassical,classical,chamber music,classical piano","Naxos",0.385,0.121,10,-22.468,0,0.0513,0.975,0.206,0.0587,0.123,144.404,4
spotify:track:3590AAEoqH50z4UmhMIY85,"Torna a casa","Il ballo della vita","Måneskin",2018-10-26,230666,65,false,,2024-04-02T12:52:08Z,"","RCA Records Label",0.425,0.638,1,-3.184,0,0.0759,0.426,0,0.177,0.45,81.396,4
spotify:track:3D4J0o9w44QKFrBrYrSVJY,"What Comes Next?","Hamilton (Original Broadway Cast Recording)","Jonathan Groff",2015-09-25,99343,66,false,,2024-03-23T15:19:01Z,"musicals","Atlantic Records",0.515,0.302,7,-10.882,1,0.079,0.603,0,0.199,0.277,114.972,4
spotify:track:1BncfTJAWxrsxyT9culBrj,"Experience","In A Time Lapse","Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani",2013-01-01,315426,78,false,,2024-03-21T12:50:49Z,"neoclassical,classical,contemporary classical","Decca (UMO) (Classics)",0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4
spotify:track:4GvPlSOKfN7aXEuGW8zKUx,"GOSSIP (feat. Tom Morello)","GOSSIP (feat. Tom Morello)","Måneskin;Tom Morello",2023-01-13,168280,68,true,,2024-03-06T13:09:28Z,"","Epic",0.706,0.821,9,-2.974,1,0.0617,0.00164,0,0.0981,0.918,139.914,4
spotify:track:64ta7ZvTJeThz7Ns4LmAHS,"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio","Amadeus","Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner",2000-01-01,460026,59,false,,2024-03-05T08:16:10Z,"classical,opera,classical piano,chamber music,concerto,baroque,orchestral","Verve (Adult Contemporary)",0.428,0.237,7,-13.764,0,0.0351,0.987,0.896,0.0849,0.357,79.904,4
spotify:track:0PE8ttTjWozIZlsSUVXJao,"F Sharp - Live","So Fucking Rock (Live)","Tim Minchin",2013-11-29,113013,25,true,,2024-03-01T16:59:37Z,"comedy","Laughing Stock",0.51,0.573,2,-7.329,0,0.0632,0.736,0,0.822,0.745,140.679,4
spotify:track:0UVlOQ3EEiTVOctUOnJ00w,"Voilà","On n’enferme pas les oiseaux","Barbara Pravi",2021-08-27,177426,66,false,,2024-02-29T22:12:45Z,"chanson,french pop","Universal Music Division Virgin Records",0.441,0.35,2,-7.958,0,0.0705,0.789,0,0.231,0.614,135.947,4
spotify:track:6axlN6wdRRrzElmyPXuGIC,"Wishing You Were Somehow Here Again - From 'The Phantom Of The Opera' Motion Picture","The Phantom Of The Opera (Original Motion Picture Soundtrack)","Andrew Lloyd Webber;Emmy Rossum",2004-12-10,222946,8,false,,2024-02-28T14:53:50Z,"musicals","UMC (Universal Music Catalogue)",0.219,0.0617,5,-23.181,1,0.0445,0.936,0.0000413,0.106,0.071,83.273,5
spotify:track:1491Kis263uUWf18sDnYSG,"Je te laisserai de mots","Je te laisserai de mots","noel.smt",2022-03-01,124995,1,false,,2024-02-27T22:09:41Z,"","Noel Schmidt",0.405,0.012,0,-29.424,1,0.0357,0.996,0.893,0.108,0.356,131.128,4
spotify:track:22TntnVO3lQNDR5nsvxGRs,"Achilles Come Down","Go Farther In Lightness","Gang of Youths",2017-08-18,422146,67,true,,2024-02-27T21:41:46Z,"","Mosy Music",0.223,0.523,0,-9.281,0,0.0466,0.435,0.283,0.225,0.15,179.83,3
spotify:track:6OG1S805gIrH5nAQbEOPY3,"You'll Be Back","Hamilton (Original Broadway Cast Recording)","Jonathan Groff;Original Broadway Cast of Hamilton",2015-09-25,208321,72,false,,2024-02-26T16:23:40Z,"musicals","Atlantic Records",0.607,0.466,0,-7.562,1,0.0578,0.39,0,0.135,0.434,121.741,4
spotify:track:6rqUOLt9dpfMANLMKTzoWj,"Le temps de l'amour - Stereo Mix","Tous les garçons et les filles","Françoise Hardy",1962-06-30,144826,63,false,,2024-02-23T15:49:55Z,"chanson,french pop,variété française,french jazz","Vogue",0.586,0.412,8,-10.116,0,0.0334,0.798,0,0.152,0.706,132.199,4
spotify:track:496eQC5FPo3dmfNRXPcmps,"La groupie du pianiste - Remasterisé en 2002","Beauséjour (Remasterisé en 2002)","Michel Berger",1980,282813,61,false,,2024-02-23T15:46:44Z,"variété française,chanson,french house,french pop","Warner (France)",0.578,0.751,7,-8.355,0,0.0306,0.527,0.0134,0.0484,0.667,102.905,4
spotify:track:1J03Vp93ybKIxfzYI4YJtL,"MEGALOVANIA","UNDERTALE Soundtrack","Toby Fox",2015-09-15,156000,68,false,,2024-02-21T16:45:18Z,"soundtrack","Materia Collective",0.719,0.632,7,-9.849,1,0.0602,0.000377,0.855,0.0362,0.934,119.987,4
spotify:track:1QV5yBBwqY9odHOVtdJqIq,"Octet in E Flat Major, Op. 20, MWV R20: I. Allegro moderato, ma con fuoco","Mendelssohn: The String Quartets & Octet In Two Parts","Felix Mendelssohn;Emerson String Quartet",2005-01-01,820866,26,false,,2024-02-21T12:36:21Z,"chamber music,classical,classical piano,choral,concerto","Deutsche Grammophon (DG)",0.29,0.149,3,-20.766,1,0.0372,0.885,0.831,0.133,0.237,138.475,4
spotify:track:0bRXwKfigvpKZUurwqAlEh,"Lovely Day","Menagerie","Bill Withers",1977-10-29,257157,80,false,,2024-02-21T09:16:12Z,"soul","Columbia/Legacy",0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4
spotify:track:0Yqvv7EV2VYgC299tA5ZaV,"La Valse à mille temps","15 Ans D'Amour","Jacques Brel",1988-01-01,229906,48,false,,2024-02-21T08:16:22Z,"chanson,variété française","Universal Music Division Barclay",0.473,0.455,6,-12.098,1,0.23,0.827,0,0.163,0.79,78,4
spotify:track:6xuxkfM6waS1sCubmjJtCl,"Chanson populaire (Ça s'en va et ça revient)","Chanson populaire","Claude François",1973-02-20,208506,46,false,,2024-02-19T18:35:55Z,"variété française,chanson","Versailles",0.516,0.906,5,-6.168,1,0.0521,0.673,0,0.538,0.956,170.94,4
spotify:track:5mY6WIHXoBsOCSyQxrTg0E,"VALENTINE","RUSH! (ARE U COMING?)","Måneskin",2023-11-10,216997,65,false,,2024-02-18T17:23:54Z,"","Epic",0.475,0.716,2,-4.526,0,0.0277,0.00706,0.00000728,0.13,0.217,94.967,4
spotify:track:0REbBWe0RnsYKd8ZEJicZy,"The Night We Met - Instrumental","The Night We Met (Instrumental)","Taylor Davis;Lara de Wit",2017-08-04,215581,41,false,,2024-02-15T22:35:23Z,"","702000 Records DK2",0.24,0.304,9,-8.223,1,0.0361,0.96,0.366,0.0914,0.0944,125.344,4
spotify:track:48xtu1m8H3O3xv2tBOryeh,"Barber - Concerto for Violin and Orchestra, op. 14: I Allegro","Barber, Korngold, Walton: Violin Concertos","Samuel Barber;James Ehnes;Vancouver Symphony Orchestra;Bramwell Tovey",2006-11-01,629626,12,false,,2024-02-13T16:21:36Z,"classical,concerto,chamber music,ballet,orchestral,brass band,impressionism","Onyx Classics",0.185,0.121,7,-20.595,1,0.046,0.849,0.0659,0.456,0.0398,89.931,4
spotify:track:6tI0TAKHHsKPuqzbBbH8Dl,"Believer","Volume 4","Simply Three",2018-11-16,192832,42,false,,2024-02-12T18:36:44Z,"classical crossover","2018 Simply Three Records",0.541,0.563,9,-5.136,0,0.0372,0.0474,0.907,0.0775,0.383,126.091,4
spotify:track:2DgdHcjWmO3qd50RzuBLgZ,"House of Memories","Death of a Bachelor","Panic! At The Disco",2016-01-15,208706,80,false,,2024-02-12T18:23:01Z,"emo","Decaydance/Fueled By Ramen",0.506,0.817,11,-5.051,0,0.0335,0.00272,0,0.0486,0.506,109.952,4
spotify:track:3lPr8ghNDBLc2uZovNyLs9,"Supermassive Black Hole","Black Holes and Revelations","Muse",2006-06-28,212439,83,false,,2024-02-12T18:12:10Z,"alternative rock,rock","Warner Records",0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120,4
spotify:track:5IqgKK7nGUUmldr3Z1QzUx,"Symphony No. 2 in C Minor, Op. 17, TH.25 - ""Little Russian"": 1. Andante sostenuto - Allegro vivo","Tchaikovsky: The Symphonies","Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Zubin Mehta",2006-01-01,636546,3,false,,2024-02-06T19:33:55Z,"ballet,classical,orchestral,opera","Decca Music Group Ltd.",0.275,0.129,5,-20.023,0,0.0398,0.929,0.912,0.167,0.11,101.31,4
spotify:track:7DD1ojeTUwnW65g5QuZw7X,"I Will Survive - 1981 Re-recording","I Will Survive","Gloria Gaynor",1981,261173,60,false,,2024-02-05T11:08:08Z,"disco","Dessca/Marfontaine",0.668,0.678,9,-10.317,0,0.056,0.00293,0,0.265,0.657,120.029,4
spotify:track:5flerg6aEao2VayZezVlgu,"Insane","Insane","Black Gryph0n;Baasik",2021-06-11,159714,76,false,,2024-02-03T10:06:03Z,"","Black Gryph0n & Baasik",0.716,0.712,4,-5.826,0,0.144,0.193,0,0.823,0.797,104.899,4
spotify:track:5wdyCgTrwctSgjLhwdUWnK,"Dot the Dragon's Eyes","Dot the Dragon's Eyes","Hanneke Cassel",2013-12-01,229226,40,false,,2024-01-31T21:20:41Z,"celtic","Cassel Records",0.647,0.655,4,-6.615,0,0.0495,0.799,0.842,0.0861,0.743,121.049,4
spotify:track:3ham3cKXrqYV3bWhWC4FfZ,"Alone, Pt. II","Alone, Pt. II","ItsAMoney",2020-07-25,132043,12,false,,2024-01-27T14:12:26Z,"","IAM Records",0.392,0.49,6,-8.769,1,0.0462,0.726,0.0226,0.185,0.636,78.093,4
spotify:track:0KTCRnkuq89BvfKJQr3H2n,"Arcade - Violin Version","Arcade - Violin Version","ItsAMoney",2021-04-10,183420,45,false,,2024-01-26T22:13:15Z,"","IAM Records",0.301,0.396,9,-11.78,0,0.0547,0.332,0.312,0.177,0.188,72.295,3
spotify:track:416MsJxvxSKY96DCmbJIRs,"The Hanging Tree - From ""The Hunger Games: Mockingjay"" Soundtraclk","The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score)","James Newton Howard;Jennifer Lawrence",2014-11-21,218506,71,false,,2024-01-26T16:38:40Z,"soundtrack,score","Hunger Games 3/Mockingjay",0.213,0.0743,9,-18.071,0,0.0408,0.344,0.0000345,0.212,0.145,53.863,4
spotify:track:7oJ3Nb3LIY1ond1fHF3xio,"MAMMAMIA","RUSH!","Måneskin",2023-01-20,186809,68,true,,2024-01-26T16:20:04Z,"","Epic",0.768,0.676,1,-3.277,0,0.0633,0.00062,0,0.0965,0.801,142.063,4
spotify:track:2nPDVMzNwp0FlfMin1U89C,"Symphony No. 5 In E Minor, Op. 64, TH.29: 2. Andante cantabile, con alcuna licenza - Moderato con anima","Tchaikovsky: The Symphonies","Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Zubin Mehta",2006-01-01,715426,2,false,,2024-01-26T10:32:22Z,"ballet,classical,orchestral,opera","Decca Music Group Ltd.",0.0762,0.0749,2,-20.346,1,0.0439,0.936,0.885,0.103,0.0388,79.71,3
spotify:track:0PX8snN8aQLPugKwjEdL6c,"Slavonic March, Op. 31, TH.45","Tchaikovsky: The Symphonies","Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Zubin Mehta",2006-01-01,548146,2,false,,2024-01-26T10:09:08Z,"ballet,classical,orchestral,opera","Decca Music Group Ltd.",0.317,0.428,10,-15.603,0,0.0484,0.864,0.851,0.0917,0.176,113.893,4
spotify:track:1teaqX9A3N5laAkQZxdlxJ,"Symphony No. 4 In F Minor, Op. 36, TH.27: 2. Andantino in modo di canzone","Tchaikovsky: The Symphonies","Pyotr Ilyich Tchaikovsky;Los Angeles Philharmonic;Zubin Mehta",2006-01-01,563066,2,false,,2024-01-25T16:46:04Z,"ballet,classical,orchestral,opera","Decca Music Group Ltd.",0.124,0.0414,10,-20.242,0,0.043,0.923,0.796,0.136,0.0467,67.936,4
spotify:track:7tzwUHS15iFegvH3JsXEqA,"grandpa's violine",".hack//Liminality ORIGINAL SOUNDTRACK","Yuki Kajiura",2018-02-28,147700,14,false,,2024-01-25T13:47:22Z,"anime,soundtrack","Victor",0.265,0.202,9,-12.332,1,0.0361,0.967,0.246,0.112,0.152,103.439,3
spotify:track:2jXJFfDELb6Q8xVmnV3ZYp,"Marche slave, Op. 31, TH 45 “Slavonic March”","Tchaikovsky: Ouverture Solenelle Op. 49 ""1812""; Fantasy Overture ""The Tempest""; Marche Slave, Op. 31; Fantasy Overture ""Romeo and Juliet""","Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Claudio Abbado",1999-01-01,635000,35,false,,2024-01-24T12:23:26Z,"ballet,classical,orchestral,opera,impressionism,concerto,expressionism","Deutsche Grammophon (DG)",0.291,0.351,10,-15.951,0,0.0494,0.888,0.9,0.169,0.152,99.714,4
spotify:track:607sF1ISzfKaWa29eF3I14,"Quand on n'a que l'amour - Arrangements différents","15 Ans D'Amour","Jacques Brel",1988-01-01,153666,47,false,,2024-01-24T08:09:57Z,"chanson,variété française","Universal Music Division Barclay",0.48,0.219,8,-13.512,0,0.0554,0.928,0.0000205,0.116,0.51,148.757,4
spotify:track:5cC9RZFMzrpbA9U1m4zSPm,"Je suis venu te dire que je m'en vais","Vu de l'extérieur","Serge Gainsbourg",1973-01-01,203800,54,false,,2024-01-23T22:42:25Z,"chanson,variété française,french pop,french jazz,french house","Universal Music Division Mercury Records",0.577,0.51,9,-13.74,1,0.0364,0.0666,0.51,0.241,0.851,154.645,4
spotify:track:32Vay1uNcoabTzc9Oq3pIB,"Alexandrie Alexandra - Mix 40ème anniversaire","Alexandrie Alexandra (Mix 40ème anniversaire)","Claude François",2017-12-08,299773,26,false,,2024-01-23T22:14:42Z,"variété française,chanson","Warner (France)",0.717,0.808,11,-4.755,0,0.0851,0.102,0,0.0507,0.794,125.777,4
spotify:track:7zjkSx1EUums3s1Yg2jPJD,"Le sud","Nino Ferrer","Nino Ferrer",2004-01-01,275040,58,false,,2024-01-23T22:09:17Z,"variété française,chanson,french pop,french house","Universal Music Division Barclay",0.534,0.56,4,-7.565,1,0.0236,0.451,0.0000963,0.11,0.599,89.885,4
spotify:track:3dkIE8P7hvl3tHl9KSb6dA,"Non, je ne regrette rien","Eternelle","Édith Piaf",1987-10-31,142280,67,false,,2024-01-23T21:55:26Z,"chanson,variété française,french jazz","Parlophone (France)",0.382,0.354,7,-6.595,1,0.0289,0.858,0.00000311,0.168,0.435,87.018,4
spotify:track:280p8WbpK05bAptetUzEcx,"Disparue","Disparue - EP","Jean-Pierre Mader",1984,189000,48,false,,2024-01-23T12:29:25Z,"variété française","Wagram Music",0.854,0.691,2,-8.651,0,0.0322,0.0265,0.0000393,0.0868,0.86,125.036,4
spotify:track:0knbMPVHpFbsx38pLoYSRs,"Hysteria","Absolution","Muse",2003-09-15,227023,78,false,,2024-01-23T08:47:12Z,"alternative rock,rock","Warner Records",0.256,0.911,0,-4.479,1,0.0868,0.0000858,0.000925,0.232,0.428,186.078,4
spotify:track:0gucTLf7trAf37Ua1uAyAu,"Smells Like Teen Spirit - Remastered","Nevermind (30th Anniversary Super Deluxe)","Nirvana",1991-09-24,300893,57,false,,2024-01-23T08:29:21Z,"grunge,rock","Geffen",0.489,0.918,1,-4.502,1,0.0554,0.0000353,0.0000764,0.0908,0.691,116.731,4
spotify:track:1vYXt7VSjH9JIM5oRRo7vA,"Dance The Night - From Barbie The Album","Dance The Night (From Barbie The Album)","Dua Lipa",2023-05-25,176579,80,false,,2024-01-23T08:25:26Z,"pop","Atlantic Records",0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
spotify:track:1FEiijYPJtyswChfcpv3p0,"Summertime Sadness","Born To Die (Deluxe Version)","Lana Del Rey",2011-01-01,264773,64,false,,2024-01-22T18:49:02Z,"","Polydor Records",0.568,0.646,1,-6.793,0,0.0332,0.0464,0,0.121,0.211,111.945,4
spotify:track:3dPQuX8Gs42Y7b454ybpMR,"Seven Nation Army","Elephant","The White Stripes",2003-04-01,232106,85,false,,2024-01-22T18:34:37Z,"garage rock,blues rock,rock,alternative rock","Legacy Recordings",0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4
spotify:track:2E43WFS4rRc09za2r2GmZl,"My Songs Know What You Did In The Dark (Light Em Up)","Save Rock And Roll","Fall Out Boy",2013-04-12,186826,78,false,,2024-01-22T18:30:12Z,"emo,pop punk","Island Records",0.557,0.924,9,-4.341,0,0.064,0.0271,0.00000332,0.537,0.566,151.988,4
